■ 영화정보 리스트,,,,,,,,
- 조회일: 2019-06-14,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,
▶ 검색조건 : [  영화명: 전체 감독명: 전체 제작연도: 전체 개봉일자:2010-01-01 ~ 2019-06-09 제작상태: 전체 유형: 전체 장르: 전체 등급: 전체 국적: 전체 인덱싱: 전체 입력비율: 전체 ],,,,,,,,
영화명,영화명(영문),제작연도,제작국가,유형,장르,제작상태,감독,제작사
REC 알이씨,REC,2009,한국,장편,멜로/로맨스,개봉,소준문,핑크로봇 필름
종로의 기적,Miracle on Jongno Street,2010,한국,장편,다큐멘터리,개봉,이혁상,"성소수문화환경을 위한 모임 '연분홍치마',한국게이인권운동단체 친구사이"
스파이: 작전명 태풍,The Operation Typhoon,2013,러시아,장편,"전쟁,액션",개봉,페트르 아멜린,
수상한 언니들,Summer of Director Oh,2015,한국,장편,"멜로/로맨스,코미디",개봉,노진수,(주)인터하우스
사랑과 영혼 2016,Straight A's,2013,미국,장편,"코미디,드라마",개봉,제임스 콕스,
카발레리아 루스티카나 & 팔리아치,Cavalleria Rusticana & Pagliacci,2015,독일,장편,공연,개봉,필립 슈톨츨,
친구 누나,,2016,한국,장편,멜로/로맨스,개봉,채길병,(주)영화사 사계절
베스트셀러,Bestseller,2010,한국,장편,"미스터리,스릴러,드라마",개봉,이정호,"(주)에코필름,데이지엔터테인먼트"
프란치스코,Francis: Pray for Me,2015,"스페인,아르헨티나,이탈리아",장편,드라마,개봉,베다 도캄포 페이주,
피서지의 가정교사,Temtation of the summer resort,2014,일본,장편,성인물(에로),개봉,스기야마 타로,
쥬라기공원: 다이노어택,Jurassic Attack ,2013,미국,장편,"공포(호러),SF,액션",개봉,앤서니 프랭크하우저,
음란 걸작의 탄생 실화,Immorality of lurking in my body ~RISA　KASUMI~,2015,일본,장편,성인물(에로),개봉,하야시카와 케이테루,
엽문3: 최후의 대결,Ip Man 3,2015,홍콩,장편,"액션,드라마",개봉,엽위신,
아내의 불륜남 - 그놈,Be violated in hot eyes,2014,일본,장편,성인물(에로),개봉,마츠오카 쿠니히코,
소설가부인의 유혹,I want to hug you forever,2015,일본,장편,성인물(에로),개봉,하야시카와 케이테루,
불륜 동창회: 선생님의 특별수업,Happy To See You Again,2009,일본,장편,멜로/로맨스,개봉,오타니 야스유키,
"제자, 옥한흠",THE DISCIPLE JOHN OAK,2014,한국,장편,다큐멘터리,개봉,김상철,파이오니아21
스포트라이트,Spotlight,2015,미국,장편,"드라마,스릴러",개봉,토마스 맥카시,
오늘의 연애,Love Forecast,2014,한국,장편,"멜로/로맨스,코미디",개봉,박진표,(주)팝콘에프앤엠
해적: 바다로 간 산적,The Pirates ,2014,한국,장편,어드벤처,개봉,이석훈,(주)하리마오픽쳐스
내부자들: 디 오리지널,Inside Men: The Original,2015,한국,장편,"범죄,드라마",개봉,우민호,(유)내부자들 문화전문회사
갓 오브 이집트,Gods of Egypt,2016,미국,장편,"어드벤처,판타지",개봉,알렉스 프로야스,
양귀비 : 왕조의 여인,Lady of the Dynasty,2015,중국,장편,"멜로/로맨스,드라마",개봉,"장예모,전장장",
엘 꼰도르 빠사,El Condor Pasa,2012,한국,장편,드라마,개봉,송재용,그림형제
오텔로,otello,2015,미국,장편,공연,개봉,바틀렛 셔,
관음증,,2015,한국,장편,멜로/로맨스,개봉,이상빈,골든타이드픽처스(주)
댐999: 거대한 물폭탄,Dam999,2011,"인도,아랍에미리트연합국정부,싱가포르",장편,"어드벤처,드라마",개봉,소한 로이,
빌리와 용감한 녀석들: 치킨 히어로,A rooster with many eggs,2015,"미국,멕시코",장편,애니메이션,개봉,"가브리엘 리바 팔라시오 알라트리스테,로돌포 리바 팔라시오 알라트리스테",
제 5침공,THE 5th WAVE,2015,미국,장편,"액션,어드벤처,SF",개봉,J 블레이크슨,
옆집 유부녀 - 은밀한 유혹,Neighbor wife Remember: love,2014,일본,장편,멜로/로맨스,개봉,쿠보데라 카즈토,
마지막 한번만 더 - 육감적 정사,Last Love/Lover,2014,일본,장편,멜로/로맨스,개봉,이시카와 히토시,
아내의 생생한 불륜남,Lover of the wife,2013,일본,장편,멜로/로맨스,개봉,코다마 요시히사,
그녀가 그녀를 사랑할 때,When she love her,2015,일본,장편,멜로/로맨스,개봉,마츠모토 유사쿠,
몸의 반응 -노예,Sex slave's mail,2010,일본,장편,멜로/로맨스,개봉,이시카와 히토시,
불륜의 오피스걸-유이,Authentic account-woman's crime 2,2014,일본,장편,멜로/로맨스,개봉,카이바라 크리스,
불륜여행 - 몸을 포개며,Affair's Trip,2015,일본,장편,멜로/로맨스,개봉,우메하라 노리카츠,
속옷을 찢고-미망인 정사,Widow wetting the mourning,2013,일본,장편,멜로/로맨스,개봉,야마우치 다이스케,
여의사의 유출본 - 얼굴,Nasty famale doctor,2010,일본,장편,멜로/로맨스,개봉,한 헤이타로,
화려한 사쿠라 - 육체,Love of the GOKUTUMA,2013,일본,장편,멜로/로맨스,개봉,이시카와 히토시,
야한 동거 체험 - 키스 5초 전,Slightly naughty life experience,2012,일본,장편,멜로/로맨스,개봉,타지리 유지,
닥터X - 유혹의 마작,Midnight Clinical Test,2014,일본,장편,성인물(에로),개봉,맥 피 포에버,
프랑스 영화처럼,Like a French Film,2014,한국,장편,드라마,개봉,신연식,(주) 루스이소니도스
페인킬러 엑스,Painkiller,2013,미국,장편,"액션,스릴러",개봉,베레니카 베일리,
살인재능,Gifted,2015,한국,장편,"스릴러,드라마",개봉,전재홍,"전재홍 필름,(주)씨제이에스지 마당엔터테인먼트"
따라지 : 비열한 거리,The Outsider: Mean Streets,2014,한국,장편,멜로/로맨스,개봉,신동엽,"디에스미디어,(주)영화사골든오션"
유부녀의 허벅지 사이,Shy smell,2014,일본,장편,멜로/로맨스,개봉,야마자키 쿠니노리,
유부녀 정사 시승식,"Love affair of a married woman test-ride event married woman, the secret honey",2014,일본,장편,성인물(에로),개봉,카타오카 슈지,
순백 도우미 - 손으로,The past that was polluted,2014,일본,장편,성인물(에로),개봉,쿠보데라 카즈토,
속살 비친 유혹교사,The soft fair skin which was looked in,2014,일본,장편,성인물(에로),개봉,스기야마 타로,
대범한 불륜 정사,Someone has raped me,2014,일본,장편,성인물(에로),개봉,하야시카와 케이테루,
어밴던드,Abandoned,2015,뉴질랜드,장편,드라마,개봉,존 라잉,
더 그레이트 서커스,Dhoom 3,2013,인도,장편,"액션,스릴러",개봉,비제이 크리시나 아차리아,
그녀의 섹시라이프,HE'S WAY MORE FAMOUS THAN YOU ,2013,미국,장편,코미디,개봉,마이클 우리,
독도의 영웅들,Heroes of Dokdo,2015,한국,장편,다큐멘터리,개봉,권순도,퓨어웨이픽쳐스
독재자를 죽여라,Kill The Dictator,2013,미국,장편,드라마,개봉,펠릭스 리말도,
은어 무삭제판,,2013,한국,장편,드라마,개봉,박갑종,(주)갑종무비필름
음탕한 아내의 일기,Nikutai koushinjyo hitozuma chousa houkoku,2007,일본,장편,"멜로/로맨스,드라마",개봉,카스가 요시노리,
섹스 오브 더 데드,Zombie bride,2013,일본,장편,공포(호러),개봉,야마우치 다이스케,
라이즈 오브 좀비,Rise of the Zombies,2012,미국,장편,"액션,스릴러,공포(호러)",개봉,닉 라이온,
데드풀,Deadpool,2016,미국,장편,"액션,SF",개봉,팀 밀러,
파리의 한국남자,A Korean in Paris,2015,한국,장편,드라마,개봉,전수일,"(주)동녘필름,주식회사 마운틴픽쳐스,네온프로덕션 "
궁,The Palace,2013,중국,장편,"사극,멜로/로맨스,드라마",개봉,반안자,
완전한 노예,Missing77,2012,일본,장편,성인물(에로),개봉,코시자카 야스시,
용서는 없다,No Mercy,2009,한국,장편,"범죄,스릴러",개봉,김형준,"㈜더드림앤드픽쳐스,(주)시네마서비스"
감독 미카엘 하네케,Michael H. Profession: Director,2013,"오스트리아 ,프랑스",장편,다큐멘터리,개봉,이브 몽마외르,
코리아,As One,2011,한국,장편,드라마,개봉,문현성,"(주)더타워픽쳐스,씨제이이앤엠(주),(주)웰메이드스타엠"
좀비 : 새벽의 저주,THE COED AND THE ZOMBIE STONER,2014,미국,장편,"공포(호러),액션",개봉,글렌 밀러,
공즉시색 무삭제,,2015,한국,장편,멜로/로맨스,개봉,김현빈,(주)영화사 사계절
고스트 헌터: 얼음 몬스터의 부활,Ghosthunters: On Icy Trails,2015,"독일,오스트리아 ,아이슬란드",장편,어드벤처,개봉,토비 바우만,
플립,Flipped,2015,미국,장편,"드라마,스릴러",개봉,헤리스 데멜,
비트윈 어스,Between Us,2013,미국,장편,드라마,개봉,단 미르비쉬,
버크셔 전기톱 살인사건,Berkshire County,2014,캐나다,장편,"공포(호러),스릴러",개봉,오드리 커밍스,
퀸카가 아니어도 좋아,The Duff,2015,미국,장편,"멜로/로맨스,코미디",개봉,아리 산델,
치욕과 욕정에 빠지다,Visitor from Indecent dream,2015,일본,장편,성인물(에로),개봉,하야시카와 케이테루,
섹시 방문판매원,Sales lady nikutai houmon hanbai,2008,일본,장편,"멜로/로맨스,드라마",개봉,이케지마 유타카,
벚꽃독신녀의 정사,"Hidden sex:Nasty flower ""Mandara"" Drop of pental",2014,일본,장편,성인물(에로),개봉,마츠히사 유메지,
미인자매의 누드모델,"Hidden Sex:""Trap"" Shame of private model",2014,일본,장편,성인물(에로),개봉,마츠히사 유메지,
주토피아,Zootopia,2015,미국,장편,"애니메이션,액션,어드벤처",개봉,"바이론 하워드,리치 무어",
강력 범죄,Dark Power,2013,미국,장편,"액션,스릴러",개봉,존 밀턴 브랜턴,
더 테러 라이브,"The Terror, LIVE",2013,한국,장편,"범죄,기타",개봉,김병우,(주)씨네이천
클라리티,Clarity,2014,미국,장편,드라마,개봉,페이브 라즈,
노조미의 음탕한 섹스(무삭제),Toy Sister,2009,일본,장편,멜로/로맨스,개봉,쿄우야 타다시,
거미의 땅,Tour of Duty,2012,한국,장편,다큐멘터리,개봉,"박경태,김동령",(주)시네마달
카르멘,CARMEN,2015,영국,장편,공연,개봉,칼릭스토 비에이토,
낮에는 숙녀 밤에는 요부(무삭제),Boobs House Keeper,2009,일본,장편,멜로/로맨스,개봉,이시카와 히토시,
낮에는 숙녀 밤에는 요부,Boobs House Keeper,2009,일본,장편,멜로/로맨스,개봉,이시카와 히토시,
개인교수 : 맛있게 섹스하는 방법(무삭제),I Am Teaching You,2009,일본,장편,멜로/로맨스,개봉,칸바라 이쿠토,
용주골-무삭제판,,2015,한국,장편,"드라마,멜로/로맨스",개봉,최우성,핵존슨
뜨거운 이웃,,2015,한국,장편,멜로/로맨스,개봉,이전,(주)케이알씨지
악녀의 시,,2013,한국,장편,"범죄,스릴러,코미디",개봉,무명,은막의 불여우
야한 누나들,,2016,한국,장편,멜로/로맨스,개봉,최우성,(주)에이블엔터테인먼트
개인교수: 심화학습,,2016,한국,장편,"멜로/로맨스,드라마",개봉,정태령,영화사 인연
겟 어웨이 오브 러브,Getaway of love,2015,이탈리아,장편,드라마,개봉,토니노 잔가르디,
생존자들,Aftermath,2012,미국,장편,"액션,스릴러",개봉,피터 엥거트,
번개맨,Bungaeman,2015,한국,장편,"판타지,가족",개봉,조근현,"(주)드림써치C&C,한국교육방송공사 EBS"
투란도트,Turandot,2015,독일,장편,공연,개봉,마르코 아르투로 마렐리,
원 밀리언 킥,One Million K(l)icks,2014,독일,장편,액션,개봉,"알렉스 패드루,올리버 주어스",
버스가이드의 몸을 탐하다,Shinnin bus guide Nerawareta hitou tour,2006,일본,장편,"멜로/로맨스,드라마",개봉,이노우에 신스케,
관상,The Face Reader,2013,한국,장편,"사극,드라마",개봉,한재림,"(주)주피터필름,(주)쇼박스"
킬 미 달링,The Surprise,2015,"네덜란드,벨기에,독일,아일랜드",장편,"멜로/로맨스,코미디",개봉,마이크 반 디엠,
드레스메이커,The Dressmaker,2015,호주,장편,드라마,개봉,조셀린 무어하우스,
쿵푸팬더3,Kung Fu Panda 3,2015,미국,장편,"애니메이션,액션,어드벤처",개봉,"여인영,알레산드로 칼로니",드림웍스 애니메이션
신 금병매 2,The Forbidden Legend : Sex & Chopsticks (5 episodes),1996,중국,장편,멜로/로맨스,개봉,담명,
터널: 다크니스 디센딩,20 Ft Below: The Darkness Descending,2014,미국,장편,스릴러,개봉,마크 클리바노프,
이지머니,Easy Money,2010,스웨덴,장편,"액션,범죄,드라마,스릴러",개봉,다니엘 에스피노사,
젊은 아줌마는 음란하다,The the prime of womanhood ripe limbs,2014,일본,장편,멜로/로맨스,개봉,이시카와 킨,
일본 여대생 기숙사,Girls' dormitory on target 2 / Before taking off middy uniform,2014,일본,장편,성인물(에로),개봉,하세가와 쿠니히로,
리얼 막장 간호사,Hidden sex:Nasty nurse's hot tongue,2014,일본,장편,성인물(에로),개봉,마츠히사 유메지,
너의 사랑의 꽃은 피고,"Younger sister, Ayaka",2014,일본,장편,성인물(에로),개봉,이마오카 신지,
남편 부하와의 정사,I Loved a Rapist,2015,일본,장편,성인물(에로),개봉,하야시카와 케이테루,
타이밍,Timing,2015,한국,장편,애니메이션,개봉,"민경조,박대열","(주)효인엔터테인먼트,베데코리아 "
순교,The Martyrdom,2015,한국,장편,다큐멘터리,개봉,김상철,파이오니아21
자객 섭은낭,The Assassin,2015,대만,장편,"사극,액션",개봉,허우 샤오시엔,
시카리오: 암살자의 도시,Sicario,2015,미국,장편,"범죄,미스터리,스릴러",개봉,드니 빌뇌브,
헤이트풀8,The Hateful Eight,2015,미국,장편,"액션,스릴러,서부극(웨스턴)",개봉,쿠엔틴 타란티노,
캅카,Cop Car,2015,미국,장편,스릴러,개봉,존 왓츠,
네모난원,Paradox circle,2012,한국,장편,"드라마,멜로/로맨스",개봉,김성훈,영화사 랑
교생 미나코,Student teacher Minako,2007,일본,장편,"멜로/로맨스,드라마",개봉,모토키 타카시,
청순한 그녀: 육체관계,Yojyouhan kakumei byakua ni shisu,2008,일본,장편,"멜로/로맨스,드라마",개봉,요시오,
밀실성애-불륜의 그림자,New S to M episode3,2014,일본,장편,"멜로/로맨스,드라마",개봉,션,
계약직 여직원의 성접대,Hisyo sekuhara choukyou chijyoku no nikudorei,2007,일본,장편,"멜로/로맨스,드라마",개봉,카스가 요시노리,
화장실콩쿨,Toilet Concours,2015,한국,단편,애니메이션,기타,이용선,CCRC STUDIO
극장판 아이엠스타 : 꿈의 오디션!,AIKATSU! THE MOVIE,2014,일본,장편,애니메이션,개봉,키무라 류이치,
아키하바라 리얼 노예카페,LOVE GAME,2015,일본,장편,성인물(에로),개봉,폴리스,
사케와 뜨거운 정사,Erotic Novelist's Wife,2015,일본,장편,성인물(에로),개봉,사카모토 후토시,
불륜처 - 머리를 올려라,Compensation of the greed,2014,일본,장편,성인물(에로),개봉,쿠니자와 호시미,
밀실욕정-단독공개,SeX in ROOM,2014,일본,장편,성인물(에로),개봉,타지리 유지,
남자와 여자 그리고 여자의 동거,The cohabitation that is the H of three people,2014,일본,장편,성인물(에로),개봉,타지리 유지,
여대생의 새로운 경험,Choukyou sigan aru jyoshidaisei no Kokuhaku,2007,일본,장편,"멜로/로맨스,드라마",개봉,카츠야마 시게오,
유부녀들:쾌락 스와핑,Sougo kansyou no hitozumatachi swap mania,2007,일본,장편,"멜로/로맨스,드라마",개봉,카츠야마 시게오,
앨빈과 슈퍼밴드: 악동 어드벤처,Alvin and the Chipmunks: The Road Chip,2015,미국,장편,"애니메이션,어드벤처,코미디",개봉,월트 벡커,
죽음의 트럭,Wrecker,2015,캐나다,장편,스릴러,개봉,마이클 바파로,
헤드,Head,2011,한국,장편,"액션,스릴러",개봉,조운,(주)이든픽쳐스 
워킹 위드 더 데드,The Walking Deceased,2015,미국,장편,"공포(호러),코미디",개봉,스콧 도우,
순응자,The Conformist,1970,"이탈리아,프랑스,독일",장편,드라마,개봉,베르나르도 베르톨루치,
헌팅 더 팬텀,Hunting The Phantom,2014,카자흐스탄,장편,액션,개봉,마리나 쿠나로바,
필드오브데드,Fields of the dead,2014,미국,장편,"공포(호러),스릴러",개봉,다니엘 B. 이스크,
자유연애시대,,2015,한국,장편,"멜로/로맨스,드라마",개봉,이전,(주)케이알씨지
유혹당한 아내 - 들이대,Falling into enemy hands beauty married woman,2014,일본,장편,멜로/로맨스,개봉,사스가 사스케,
섹스개인레슨,SEX personalized lesson,2014,일본,장편,성인물(에로),개봉,쿠보데라 카즈토,
불륜의 와이프-확인실화,The Most Fatal Attraction,2015,일본,장편,성인물(에로),개봉,사카모토 후토시,
머리 감겨주는 거유미용실,Kayoubi no biyoushitachi,2007,일본,장편,"멜로/로맨스,드라마",개봉,에토 우도,
