영화제목,개봉일,키워드,수상내역
스파 나잇,2017-11-02,,선댄스영화제(2016) : 특별심사위원 연기상(드라마) - Joe Seo
스파이,2015-05-21,,
스파이,2013-09-05,"스파이,부인,비밀작전,수행,코믹,첩보영화",
스파이 넥스트 도어,2011-12-15,"비밀요원,여자친구,남매,스파이",
스파이 브릿지,2015-11-05,"냉전시대,변호사,협상",전미비평가협회상(2016) : 남우조연상 - 마크 라이런스|뉴욕비평가협회상(2015) : 남우조연상 - 마크 라이런스|아카데미 시상식(2016) : 남우조연상 - 마크 라이런스
스파이 서바이버,2015-10-23,,
스파이 키드4 : 올 더 타임 인 더 월드,2013-01-10,"스파이,엄마,은퇴,입양,속편,시리즈",
스파이 파파,2011-10-27,"1970년대,간첩,남파간첩,남파공작원,반공,스파이,암호해독,암호해독가,아빠와딸,아버지와딸,삐라",
스파이게임,2017-09-14,,
스파이더 대침공,2014-08-06,,
스파이더맨: 뉴 유니버스,2018-12-12,"스파이더맨,10대소년,특별한 능력,평행세계","뉴욕비평가협회상(2018) : 애니메이션상 - 밥 퍼시케티, 피터 램지, 로드니 로스만|LA비평가협회상(2018) : 애니메이션상 - 밥 퍼시케티, 피터 램지, 로드니 로스만|골든글로브 시상식(2019) : 장편애니메이션상 - 밥 퍼시케티, 피터 램지, 로드니 로스만|아카데미 시상식(2019) : 장편애니메이션작품상 - 밥 퍼시케티, 피터 램지, 로드니 로스만"
스파이더맨: 홈 커밍,2017-07-05,"어벤져스,거미줄,슈퍼히어로,마블코믹스",
스파이크,2013-12-05,,
스파키,2018-04-12,"동물용사,원숭이,우주,친구들,3D애니메이션",
스페셜 스쿼드,2018-07-19,"납치된딸,대통령,구출작전,특수요원,수사,테러리스트",
스페셜 시큐리티 : 라스트 미션,2017-11-23,,
스페셜 포스,2012-06-21,"여기자,납치,외인부대,탈레반",
스페셜 포스: 블러드 마운틴,2017-07-27,,
스페셜포스 : 화이트 마운틴,,"스페셜포스,시리즈,프롤로그,프리퀄,특수부대,고립",
스페이드의 여왕,2019-02-03,"오페라,공연실황,독일장교,카드의 비밀,비극적사랑,차이코프스키",
스페이스 독,2012-03-22,"소련,실화바탕,우주,비행선",
스페이스 독 2,2014-12-11,,
스페이스 둠스데이,2015-01-29,,
스페이스 배틀쉽,2014-12-18,,
스페이스 비트윈 어스,2017-03-16,,
스페이스 인커밍,2019-01-10,"우주정거장,테러범,보호자",
스페이스 치킨: 마법 부적의 비밀,2018-10-25,"외계인침공,지구수호,용기,성실,모험가",
스페이스 침스-자톡의 역습 3D,2010-08-19,"우주선,원숭이",
스포트라이트,2016-02-24,"아동성범죄,저널리스트,언론인,카톨릭사제,실화바탕,실화바탕,사건은폐,신문사,신문기자,성추행,성직자","전미비평가협회상(2016) : 각본상 - 토마스 맥카시|전미비평가협회상(2016) : 작품상 - 토마스 맥카시|뉴욕비평가협회상(2015) : 남우주연상 - 마이클 키튼|LA비평가협회상(2015) : 작품상 - 토마스 맥카시|LA비평가협회상(2015) : 각본상 - 조쉬 싱어, 토마스 맥카시|아카데미 시상식(2016) : 작품상 -|아카데미 시상식(2016) : 각본상 - 조쉬 싱어, 토마스 맥카시|미국배우조합상(2016) : 최고의 캐스팅상 -"
스폰지밥3D,2015-02-18,,
스푹스:MI5,2016-03-17,,
스프링,2016-06-23,,"시체스 국제판타스틱 영화제(2014) : 오피셜 판타스틱 특별언급 - 아론 무어헤드, 저스틴 벤슨"
스프링 브레이커즈,2013-07-25,"봄방학,여대생,여행,일탈,바캉스,수영장",전미비평가협회상(2014) : 남우조연상 - 제임스 프랑코|LA비평가협회상(2013) : 남우조연상 - 제임스 프랑코
스플라이스,2010-07-01,"DNA,과학자,생명체,유전자변이,금기,괴생명체,이종교배","시체스 국제판타스틱 영화제(2009) : 특수효과상 - C.O.R.E. Digital Pictures, Mac Guff, BUF"
스플린터,2015-07-09,,
스플릿,2016-11-09,"도박,볼링,볼링장,도박볼링,스포츠도박",
스피닝 맨,2019-04-25,"실종,여대생,용의자,기억조작,엇갈린 기억",
스피드,2015-10-22,"고교동창,청춘영화",
스피벳: 천재 발명가의 기묘한 여행,2017-11-16,,
슬기로운 해법,2014-05-15,"언론권력,조선일보,비판,보수언론,중앙일보,동아일보",
슬랩스틱 브라더스,2012-02-09,"만담,콤비,개그맨,유치장",부천국제판타스틱영화제(2011) : 같이의 가치 NH 농협 관객상  - 시나가와 히로시
슬럿,2012-06-21,"시골마을,수의사,질투,배신",
슬레이브 워,2018-05-03,"이슬람,정복전쟁,노예,노예해방,선지자,전쟁,전쟁 애니메이션",
슬레이트,2017-04-28,"마술,마약거래,슈퍼히어로,흑인소년,흑인사회",
슬로베니안 걸-여대생 콜걸,2012-11-29,"대학생,매춘,이중생활,고향",
슬로우 비디오,2014-10-02,"CCTV,카메라,동체시력,관찰,특별한 능력",
슬로우 웨스트,2015-10-08,,선댄스영화제(2015) : 심사위원대상(월드드라마) -|시체스 국제판타스틱 영화제(2015) : 오피셜 판타스틱orbita-감독상 - 존 맥클린
슬리핑 뷰티,2011-10-20,"여대생,상류층,섹스,파티,성적판타지,침실",
슬리핑 위드 아더 피플,2015-10-22,,
슬립 타이트,2013-05-23,"수위,불행,행복,이유",
슬립리스: 크리미널 나이트,2017-03-09,,
승풍파랑,2017-09-14,,
시,2010-05-13,"성폭행,소녀,손자,시,시인,일상,집단폭행,할머니,합의,시짓기,해외영화제수상작,칸영화제","LA비평가협회상(2011) : 여우주연상 - 윤정희|부산영화평론가협회상(2010) : 부산영평상 베스트3 -|대한민국 영화대상(2010) : 작품상 - 이준동|대한민국 영화대상(2010) : 각본상 - 이창동|대한민국 영화대상(2010) : 감독상 - 이창동|백상예술대상(2011) : 감독상 - 이창동|청룡영화상(2010) : 여우주연상 - 윤정희|칸국제영화제(2010) : 각본상 - 이창동|대종상 영화제(2010) : 최우수 작품상 - 이준동|대종상 영화제(2010) : 시나리오상 - 이창동|대종상 영화제(2010) : 남우조연상 - 김희라|대종상 영화제(2010) : 여우주연상 - 윤정희|한국영화평론가협회상 (영평상)(2010) : 작품상 - 이창동|한국영화평론가협회상 (영평상)(2010) : 각본상 - 이창동|시네마테크KOFA가 주목한 한국영화(2011) : 선정작 - 이창동|부일영화상(2010) : 각본상 - 이창동|부일영화상(2010) : 최우수 작품상 - 이준동 파인하우스필름 대표|올해의 영화상(2011) : 작품상 -|제25회 프리부르 국제영화제(2011) 금 시선(Regard  d'or)상, 비평가상 수상"
시간위의 집,2017-04-05,,
시간위의 집 디 오리지널,2017-11-30,,
시간을 달리는 소녀,2016-01-14,"로맨스,비밀,성장,시간여행,야구,이모,자전거,타임리프,타임루프","안시국제애니메이션영화제(2007) : 장편부문 우수상 - 호소다 마모루|시체스 국제판타스틱 영화제(2006) : Gertie 어워드(베스트 애니메이션) - 호소다 마모루|2006 Hochi Film Awards - Special Award/  2007 제31회 안시 국제애니메이션 페스티벌 장편영화 특별상/ 2007 Awards of the Japanese Academy- Award of the Japanese Academy, Best Animation Film/ 2007 Mainichi Film Concours - Mainichi Film Concours - Best Animation Film"
시간을 달리는 소녀,2011-03-24,"교통사고,대학입학,모녀지간,시간여행,영화감독,오래된사진",
시간의 숲,2012-04-19,"여행,숲,강가,일본",
시간의 종말,2016-11-03,"푸른 눈의 신부,프랑스,선교,선교사,기록",
시간이탈자,2016-04-13,"시간,꿈,살인사건",
"시네도키, 뉴욕",2010-01-07,"무대,부부관계,연극,연극감독,연극연출,뉴욕",LA비평가협회상(2008) : 미술상 - 마크 프리드버그(Mark Friedberg)|로저 이버트 Roger Ebert TOP 10(2008) : 18 - 찰리 카우프만
시네마 베리테,2011-04-23,,
시네마 천국,2013-09-26,"검열,극장,로맨스,영사실,영화,영화감독,우정,이탈리아,영화필름,필름,영사기사",골든글로브 시상식(1990) : 외국어영화상 -|아카데미 시상식(1990) : 외국어영화상 - 쥬세페 토르나토레|청룡영화상(1990) : 최우수외국영화상 -|칸국제영화제(1989) : 심사위원대상 - 주세페 토르나토레
시노비도,2012-03-22,"관료,사무라이,주막,연정",
시니스터 스쿼드,2018-12-18,"지하세계,지배자,좀비",
시니어 재즈 밴드,2017-09-07,,
시라노; 연애조작단,2010-09-16,"연애,의뢰인,흥신소,비밀계획,비밀작전,의뢰,옛연인,사랑과이별,사랑,옛사랑,짝사랑,유학,유학생,재회",부천국제판타스틱영화제(2011) : 판타지아 어워드 - 최다니엘|백상예술대상(2011) : 인기상 여자 - 박신혜|청룡영화상(2010) : 신인여우상 - 이민정|청룡영화상(2010) : 각본상 - 김현석|대종상 영화제(2010) : 신인여우상 - 이민정
시럽,2015-04-23,"마케터,마케팅,미국소설원작,소설원작",
시리아의 비가(悲歌): 들리지 않는 노래,2017-11-16,,
시리어스맨,2010-03-25,"이혼,랍비,스트레스","전미비평가협회상(2010) : 각본상 - 에단 코엔, 조엘 코엔|로저 이버트 Roger Ebert TOP 10(2009) : 주류영화 : 8 -"
시몬 보카네그라,2010-05-09,"오페라,권력,정치,사랑,바리톤",
시민 노무현,2019-05-23,"대통령,귀향,봉하마을,시민",
"시바, 인생을 던져",2013-12-19,"PD,인도,다큐PD,프로듀서",
"시발, 놈: 인류의 시작",2016-08-18,"태초,인류",
시베리아,2019-03-26,"다이아몬드,딜러,거래,시베리아,가짜",
시베리안 에듀케이션,2014-06-04,"시베리아,범죄,범죄조직,친구,대립",
시선,2014-04-17,"기독교,납치,봉사,선교,선교사,신앙,이슬람교도,인질,봉사활동,선교단,해외선교,종교영화,피랍사건,이슬람반군",
시선 너머,2011-04-28,"CCTV,몽골,성폭행,이주노동자,인권,인종차별,직장내성차별,탈북청소년,시선,시선의편견,인권영화,탈북자,탈북,새터민,모텔,외국인,필리핀,노동자,해외노동자,외국인노동자",
시선사이,2016-06-09,"옴니버스영화,떡볶이,분식집,아버지,아버지의죽음,감시,아줌마,소주,아이스크림",
시소,2016-11-10,"동행,망막기증,따뜻함,선물",
시수옥: 감금된 소녀들 파트1,2017-09-06,,
시스터,2012-08-09,"알프스,리조트,엄마,남매,도둑질",베를린국제영화제(2012) : 은곰상 특별상 -
시스터 스마일,2010-04-29,,
시실리 : 피의 전쟁,2014-08-20,,
시암,2017-07-27,,
시애틀의 잠못 이루는밤,2016-12-29,"사별,홀아비,신문기자,라디오,약혼자,아들,엠파이어스테이트빌딩",
시인 할매,2019-02-05,"시골마을,사계절,할머니,삶의고통,시인,까막눈,학구열,만학도",
시인의 사랑,2017-09-14,"시인,아내,소년,사랑",부산영화평론가협회상(2017) : 각본상 - 김양희
시작은 키스!,2012-06-14,"키스,회사동료,연애,소설원작",
시저는 죽어야 한다,2013-05-02,"셰익스피어,연극,감옥",베를린국제영화제(2012) : 에큐메니칼 심사위원상:경쟁부문 -|베를린국제영화제(2012) : 금곰상 -
시절인연,2014-01-01,"시애틀,임신,출산",
시즌 오브 더 윗치: 마녀 호송단,2011-01-13,"마녀사냥,흑사병,십대소녀",
시체 전문 처리반 - 스머글러,2013-09-05,"도박,배우지망생,빚,시체운반,일본만화원작",
시체가 돌아왔다,2012-03-29,"삼인조,시체,연구원,추격,도둑질,추격전,사기꾼",
시칠리아 햇빛아래,2017-06-28,,
시카리오: 데이 오브 솔다도,2018-06-27,"카르텔,마약,마약밀매단,마약조직,마약카르텔,CIA,시리즈",
시카리오: 암살자의 도시,2015-12-03,,
시크릿,2013-08-29,"억만장자,펀드,가장,교통사고,위기",
시크릿 레터,2017-11-23,,
시크릿 인 데어 아이즈,2016-04-27,"아르헨티나영화리메이크,미제사건,살인사건,증거불충분,아르헨티나소설원작,경찰,수사관,여검사,여경찰관,LA경찰",
시크릿닌자,2010-10-28,"닌자,불로불사",
시티 오브 크레인,2010-05-06,"이주노동자,인천,인터뷰,페이크다큐멘터리멘터리,학,페이크다큐멘터리,몽골,몽골리안,외국인노동자,외국인,해외노동자,방글라데시,영화인",
시티워,2011-10-06,"다이아몬드,보석밀수,살인",
시티즌포,2015-11-19,"내부고발자,미국국가안보국(NSA)","전미비평가협회상(2015) : 다큐멘터리상 - 로라 포이트라스|뉴욕비평가협회상(2014) : 다큐멘터리상 - 로라 포이트라스|LA비평가협회상(2014) : 다큐멘터리상 - 로라 포이트라스|아카데미 시상식(2015) : 장편다큐멘터리상 - Laura Poitras, Mathilde Bonnefo, Dirk Wilutzky"
시험에 들지 말게 하옵시며,2014-07-31,,
식객: 김치전쟁,2010-01-28,"경연대회,김치,대결,만화원작,셰프,속편,요리,요리사,한국요리,한국만화원작,음식",
식구,2018-07-12,"불청객,새식구,동거,루저,지적장애인,장애인가정,사기",
식물도감,2018-06-21,"힐링,요리,유기농,운명적사랑,베스트셀러원작,우연한만남",
식스 빌로우,2018-01-25,"실화바탕바탕,실화바탕바탕,자전적실화바탕,전국가대표,하키선수,설산,조난,생존본능,생존",
식스 액트,2013-07-04,"전학,SNS,사진,타락",
신 고질라,2017-03-09,,도쿄국제영화제(2016) : 아리가토상 -
신 배틀로얄:극악 소년원,2019-01-10,"살인죄,투옥,감옥생활",
신 배틀로얄:극악 소년원2,2019-01-10,"살인죄,투옥,감옥생활",
신 소림사 - 쿵푸마스터,2011-06-09,"소림사,쿵푸,스님,무술고수,왕",
신 전래동화,2018-04-25,"패러디영화,고전의재해석,흥부 놀부,흥부전,심청전",
신 테니스의 왕자: 베스트 게임즈!! 테즈카 vs 아토베,2018-10-25,"테니스선수,일본만화원작,시리즈,극장판",
신검전설,2013-07-24,"기녀,전설,검,요리사,검객,운명",
신경쇠약 직전의 뱀파이어,2015-05-21,,
신과 인간,2012-01-19,"수도원,알제리,믿음,이슬람교도,선택,최후의 만찬",칸국제영화제(2010) : 심사위원대상 - 자비에르 보부아
신과함께-인과 연,2018-08-01,"웹툰원작,신과인간,저승사자,과거여행,49제,환생,사후세계,지옥,성주신,철거촌,조손가정",대종상 영화제(2018) : 기술상 - 진종현|부일영화상(2018) : 남자 인기스타상 - 디오|부일영화상(2018) : 여자 인기스타상 - 김향기|올해의 영화상(2019) : 올해의 영화인상 - 김용화|한국영화제작가협회상(2018) : 기술상 - 진종현
신과함께-죄와 벌,2017-12-20,"웹툰원작,저승,저승사자,검사,사후세계","황금촬영상 시상식(2018) : 한국영화발전 공로상 - 원동연|황금촬영상 시상식(2018) : 최우수 남우조연상 - 김동욱|백상예술대상(2018) : 영화부문 감독상 - 김용화|백상예술대상(2018) : 영화부문 예술상 - 진종현|청룡영화상(2018) : 여우조연상 - 김향기|청룡영화상(2018) : 기술상 - 진종현|청룡영화상(2018) : 한국영화 최다관객상 -|춘사영화제(2018) : 관객이 드리는 최고영화상 - 김용화|춘사영화제(2018) : 남우조연상 - 김동욱|한국영화평론가협회상 (영평상)(2018) : 기술상 - 진종현|한국영화제작가협회상(2018) : 기술상 - 진종현|제 2회 더 서울어워즈 영화 남우조연상 (주지훈),  영화 남우주연상 (하정우).  영화 여우조연상 (예수정), 인기상 (도경수) 수상"
신데렐라,2015-03-19,,
신데렐라 : 트랩 오브 허,2016-01-28,"화재,기억상실,일기장,과거",
신데렐라:마법 반지의 비밀,2019-02-20,"동화원작,세계명작동화,재해석,왕자구출,마법세계,모험판타지",
신들의 전쟁,2011-11-10,"신,영웅,올림푸스,전쟁,석공,예지자,운명",
신몽키킹: 여인천국,2017-09-21,,
신밧드 더 무비,2016-12-01,,
신밧드와 마법 양탄자,2019-02-13,"마법,양탄자,주문,모험,새로운 세상",
신밧드와 미노타우르스의 대결전,2012-11-08,"크레타섬,아폴로,신밧드,구출",
